region,cancer_site,sex,year,incidences_all_ages,incidences_age_under5,incidences_age5to9,incidences_age10to14,incidences_age15to19,incidences_age20to24,incidences_age25to29,incidences_age30to34,incidences_age35to39,incidences_age40to44,incidences_age45to49,incidences_age50to54,incidences_age55to59,incidences_age60to64,incidences_age65to69,incidences_age70to74,incidences_age75to79,incidences_age80to84,incidences_age85to89,incidences_age90and_over
South East of Scotland,Mesothelioma,All,2005,51,0,0,0,0,0,0,0,0,0,1,2,3,7,5,9,13,7,3,1
South East of Scotland,Mesothelioma,All,2006,52,0,0,0,0,0,0,0,0,0,0,1,4,10,13,8,8,4,4,0
South East of Scotland,Mesothelioma,All,2007,49,0,0,0,0,0,0,0,0,0,1,1,1,11,8,7,11,4,3,2
South East of Scotland,Mesothelioma,All,2008,55,0,0,0,0,0,0,0,0,0,1,1,3,7,7,17,7,8,4,0
South East of Scotland,Mesothelioma,All,2009,51,0,0,0,0,0,0,0,0,0,0,1,2,10,8,8,8,7,6,1
South East of Scotland,Mesothelioma,All,2010,39,0,0,0,0,0,0,0,0,1,0,1,0,5,10,3,6,7,3,3
South East of Scotland,Mesothelioma,All,2011,48,0,0,0,0,0,0,0,1,0,0,0,3,6,6,13,10,5,3,1
South East of Scotland,Mesothelioma,All,2012,45,0,0,0,0,0,0,0,0,0,0,1,3,7,10,7,8,4,4,1
South East of Scotland,Mesothelioma,All,2013,67,0,0,0,0,0,0,0,0,1,1,0,1,7,5,14,19,11,5,3
South East of Scotland,Mesothelioma,All,2014,59,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,17,11,2,1
South East of Scotland,Mesothelioma,All,2015,61,0,0,0,0,0,0,0,1,0,1,0,5,3,16,11,8,9,6,1
South East of Scotland,Mesothelioma,All,2016,55,0,0,0,0,0,0,0,0,0,1,1,2,2,7,11,11,10,8,2
South East of Scotland,Mesothelioma,All,2017,52,0,0,0,0,0,0,0,0,0,0,0,2,0,10,9,14,10,5,2
South East of Scotland,Mesothelioma,All,2018,52,0,0,0,0,0,0,1,0,1,0,1,0,5,6,10,10,8,7,3
South East of Scotland,Mesothelioma,All,2019,41,0,0,0,0,0,0,0,0,0,0,2,1,5,2,11,10,5,4,1
South East of Scotland,Mesothelioma,All,2020,44,0,0,0,0,0,0,0,0,0,0,1,3,2,8,10,5,7,5,3
South East of Scotland,Mesothelioma,Male,1996,26,0,0,0,0,0,0,0,0,0,1,2,2,4,5,6,4,2,0,0
South East of Scotland,Mesothelioma,Male,1997,29,0,0,0,0,0,0,0,0,0,0,2,3,5,3,2,7,5,2,0
South East of Scotland,Mesothelioma,Male,1998,31,0,0,0,0,0,0,0,0,0,1,2,3,1,5,7,6,3,3,0
South East of Scotland,Mesothelioma,Male,1999,37,0,0,0,0,0,0,0,0,0,1,1,6,5,12,3,4,1,3,1
South East of Scotland,Mesothelioma,Male,2000,32,0,0,0,0,0,0,0,0,0,2,1,4,4,2,8,4,3,4,0
South East of Scotland,Mesothelioma,Male,2001,38,0,0,0,0,0,0,0,0,0,0,1,5,5,5,6,9,5,2,0
South East of Scotland,Mesothelioma,Male,2002,42,0,0,0,0,0,0,0,0,0,1,4,2,8,10,5,7,3,2,0
South East of Scotland,Mesothelioma,Male,2003,41,0,0,0,0,0,0,0,0,0,1,2,7,3,3,8,7,8,2,0
South East of Scotland,Mesothelioma,Male,2004,57,0,0,0,0,0,0,0,0,1,0,3,6,8,13,9,6,9,1,1
South East of Scotland,Mesothelioma,Male,2005,45,0,0,0,0,0,0,0,0,0,1,2,3,6,5,8,12,6,1,1
South East of Scotland,Mesothelioma,Male,2006,49,0,0,0,0,0,0,0,0,0,0,1,4,8,12,8,8,4,4,0
South East of Scotland,Mesothelioma,Male,2007,44,0,0,0,0,0,0,0,0,0,1,1,1,9,7,6,10,4,3,2
South East of Scotland,Mesothelioma,Male,2008,46,0,0,0,0,0,0,0,0,0,0,0,3,7,6,15,6,6,3,0
South East of Scotland,Mesothelioma,Male,2009,41,0,0,0,0,0,0,0,0,0,0,1,1,8,5,7,7,6,5,1
South East of Scotland,Mesothelioma,Male,2010,35,0,0,0,0,0,0,0,0,1,0,1,0,4,8,3,6,6,3,3
South East of Scotland,Mesothelioma,Male,2011,44,0,0,0,0,0,0,0,1,0,0,0,2,6,6,11,9,5,3,1
South East of Scotland,Mesothelioma,Male,2012,39,0,0,0,0,0,0,0,0,0,0,0,2,7,8,6,8,4,3,1
South East of Scotland,Mesothelioma,Male,2013,56,0,0,0,0,0,0,0,0,1,1,0,1,4,5,12,16,9,4,3
South East of Scotland,Mesothelioma,Male,2014,55,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,16,9,2,1
South East of Scotland,Mesothelioma,Male,2015,54,0,0,0,0,0,0,0,1,0,1,0,4,3,16,8,7,9,4,1
South East of Scotland,Mesothelioma,Male,2016,47,0,0,0,0,0,0,0,0,0,0,0,2,1,6,10,11,8,7,2
South East of Scotland,Mesothelioma,Male,2017,46,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,13,8,5,2
South East of Scotland,Mesothelioma,Male,2018,44,0,0,0,0,0,0,1,0,1,0,1,0,4,6,9,8,6,5,3
South East of Scotland,Mesothelioma,Male,2019,38,0,0,0,0,0,0,0,0,0,0,2,1,4,2,9,10,5,4,1
South East of Scotland,Mesothelioma,Male,2020,38,0,0,0,0,0,0,0,0,0,0,1,3,2,6,8,5,5,5,3
South East of Scotland,Mesothelioma,Female,1996,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
South East of Scotland,Mesothelioma,Female,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
South East of Scotland,Mesothelioma,Female,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
South East of Scotland,Mesothelioma,Female,1999,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0
South East of Scotland,Mesothelioma,Female,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
South East of Scotland,Mesothelioma,Female,2001,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
South East of Scotland,Mesothelioma,Female,2002,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
South East of Scotland,Mesothelioma,Female,2003,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
South East of Scotland,Mesothelioma,Female,2004,4,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
South East of Scotland,Mesothelioma,Female,2005,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0
South East of Scotland,Mesothelioma,Female,2006,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
South East of Scotland,Mesothelioma,Female,2007,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0
South East of Scotland,Mesothelioma,Female,2008,9,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,2,1,0
South East of Scotland,Mesothelioma,Female,2009,10,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1,0
South East of Scotland,Mesothelioma,Female,2010,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
South East of Scotland,Mesothelioma,Female,2011,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0
South East of Scotland,Mesothelioma,Female,2012,6,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0
South East of Scotland,Mesothelioma,Female,2013,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,2,1,0
South East of Scotland,Mesothelioma,Female,2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
South East of Scotland,Mesothelioma,Female,2015,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0
South East of Scotland,Mesothelioma,Female,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,1,0
South East of Scotland,Mesothelioma,Female,2017,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0
South East of Scotland,Mesothelioma,Female,2018,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,0
South East of Scotland,Mesothelioma,Female,2019,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
South East of Scotland,Mesothelioma,Female,2020,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0
South East of Scotland,Penis,Male,1996,13,0,0,0,0,0,0,0,1,1,0,2,2,1,2,1,1,2,0,0
South East of Scotland,Penis,Male,1997,7,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,1,0
South East of Scotland,Penis,Male,1998,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0
South East of Scotland,Penis,Male,1999,7,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,0,1,0
South East of Scotland,Penis,Male,2000,15,0,0,0,0,0,0,0,1,1,2,1,2,0,4,1,3,0,0,0
South East of Scotland,Penis,Male,2001,11,0,0,0,0,0,1,0,0,0,1,1,2,2,1,1,1,0,1,0
South East of Scotland,Penis,Male,2002,12,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,2,1,1,0
South East of Scotland,Penis,Male,2003,11,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,5,0,0,1
South East of Scotland,Penis,Male,2004,13,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,3,2,1,0
South East of Scotland,Penis,Male,2005,14,0,0,0,0,0,0,0,3,0,0,0,0,2,1,3,2,2,1,0
South East of Scotland,Penis,Male,2006,13,0,0,0,0,0,0,0,0,2,1,0,1,3,3,1,1,0,1,0
South East of Scotland,Penis,Male,2007,16,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1,3,1,1,0
South East of Scotland,Penis,Male,2008,12,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,4,2,1,0
South East of Scotland,Penis,Male,2009,17,0,0,0,0,1,0,0,0,0,2,1,2,1,3,2,1,1,3,0
South East of Scotland,Penis,Male,2010,16,0,0,0,0,0,0,0,0,0,0,2,3,1,1,4,2,2,1,0
South East of Scotland,Penis,Male,2011,14,0,0,0,0,0,0,0,0,0,2,2,3,1,0,2,3,0,0,1
South East of Scotland,Penis,Male,2012,18,0,0,0,0,0,1,0,1,0,1,3,4,5,1,1,0,0,1,0
South East of Scotland,Penis,Male,2013,27,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,7,5,2,0
South East of Scotland,Penis,Male,2014,19,0,0,0,0,0,0,1,1,1,0,1,3,2,0,2,5,2,1,0
South East of Scotland,Penis,Male,2015,21,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,6,2,4,1
South East of Scotland,Penis,Male,2016,17,0,0,0,0,0,0,0,0,0,1,1,4,1,1,3,4,2,0,0
South East of Scotland,Penis,Male,2017,20,0,0,0,0,0,0,0,0,0,0,3,2,0,4,2,4,4,0,1
South East of Scotland,Penis,Male,2018,16,0,0,0,0,0,0,0,0,1,0,2,2,3,2,1,2,1,2,0
South East of Scotland,Penis,Male,2019,17,0,0,0,0,0,0,1,0,0,0,1,4,3,2,3,2,1,0,0
South East of Scotland,Penis,Male,2020,12,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,4
South East of Scotland,Prostate,Male,1996,698,0,0,0,0,0,0,0,0,0,6,12,20,59,119,148,158,115,39,22
South East of Scotland,Prostate,Male,1997,583,0,0,0,0,0,0,0,0,1,1,1,23,54,107,127,120,94,40,15
South East of Scotland,Prostate,Male,1998,586,0,0,0,0,0,0,0,0,0,2,10,25,55,88,136,127,87,37,19
South East of Scotland,Prostate,Male,1999,563,0,0,0,0,0,0,0,0,0,2,12,28,52,81,145,112,69,49,13
South East of Scotland,Prostate,Male,2000,621,0,0,0,0,0,0,0,0,0,2,18,28,52,103,145,124,94,43,12
South East of Scotland,Prostate,Male,2001,661,0,0,0,0,0,0,0,0,0,6,17,37,68,126,145,117,82,46,17
South East of Scotland,Prostate,Male,2002,751,0,0,0,0,0,0,0,0,0,5,25,49,92,139,166,132,100,32,11
South East of Scotland,Prostate,Male,2003,813,1,0,0,0,0,0,1,0,0,2,15,54,82,132,184,166,106,52,18
South East of Scotland,Prostate,Male,2004,773,0,0,0,0,0,0,0,0,2,6,23,56,107,138,144,145,96,37,19
South East of Scotland,Prostate,Male,2005,853,0,0,0,0,0,0,0,0,3,4,21,78,117,156,153,162,98,47,14
South East of Scotland,Prostate,Male,2006,896,0,0,0,0,0,0,0,0,0,6,24,80,128,183,167,155,89,46,18
South East of Scotland,Prostate,Male,2007,873,0,0,0,0,0,0,0,0,0,6,34,66,147,192,156,137,71,47,17
South East of Scotland,Prostate,Male,2008,953,0,0,0,0,0,0,0,0,3,5,22,69,154,198,187,137,101,59,18
South East of Scotland,Prostate,Male,2009,930,0,0,0,0,0,0,0,0,1,5,21,73,161,185,206,124,94,43,17
South East of Scotland,Prostate,Male,2010,927,0,0,0,0,0,0,0,0,0,9,27,72,168,191,157,119,108,65,11
South East of Scotland,Prostate,Male,2011,1056,0,0,0,0,0,0,0,1,1,9,23,90,185,218,181,162,103,56,27
South East of Scotland,Prostate,Male,2012,989,0,0,0,0,0,0,0,0,1,6,45,83,149,220,175,152,83,43,32
South East of Scotland,Prostate,Male,2013,1086,0,0,0,0,0,0,0,0,1,15,25,78,189,258,193,158,95,56,18
South East of Scotland,Prostate,Male,2014,1033,0,0,0,0,0,0,0,0,1,8,24,86,128,241,216,139,97,69,24
South East of Scotland,Prostate,Male,2015,999,0,0,0,0,0,0,0,0,2,11,35,76,136,222,204,140,95,52,26
South East of Scotland,Prostate,Male,2016,1001,0,0,0,0,0,0,0,0,0,9,33,76,140,211,215,156,88,47,26
South East of Scotland,Prostate,Male,2017,1070,0,0,0,0,0,0,0,0,2,8,35,92,149,227,233,158,90,53,23
South East of Scotland,Prostate,Male,2018,1178,0,0,0,0,0,0,0,0,2,4,30,91,154,240,260,206,102,60,29
South East of Scotland,Prostate,Male,2019,1036,0,0,0,0,0,0,0,0,0,3,30,75,135,225,219,164,102,63,20
South East of Scotland,Prostate,Male,2020,929,0,0,0,0,0,0,0,0,3,7,29,55,110,212,212,167,73,42,19
South East of Scotland,Testis,Male,1996,43,1,0,0,2,3,11,7,10,2,3,1,2,1,0,0,0,0,0,0
South East of Scotland,Testis,Male,1997,51,0,0,1,2,3,8,9,10,3,4,7,2,1,0,0,1,0,0,0
South East of Scotland,Testis,Male,1998,60,0,0,0,0,6,5,16,11,8,7,4,1,0,0,0,0,2,0,0
South East of Scotland,Testis,Male,1999,52,0,0,0,0,2,8,13,6,9,1,9,1,0,1,0,0,1,1,0
South East of Scotland,Testis,Male,2000,66,0,0,0,2,4,12,10,11,11,5,3,4,1,0,2,1,0,0,0
South East of Scotland,Testis,Male,2001,62,0,0,0,2,6,10,6,12,13,7,2,0,1,0,2,0,0,1,0
South East of Scotland,Testis,Male,2002,58,0,0,0,0,7,9,11,9,12,2,3,0,2,0,1,2,0,0,0
South East of Scotland,Testis,Male,2003,41,1,0,0,1,3,5,7,9,4,5,3,1,1,0,0,0,0,1,0
South East of Scotland,Testis,Male,2004,56,0,0,0,0,3,5,9,7,14,9,5,3,0,0,0,1,0,0,0
South East of Scotland,Testis,Male,2005,60,0,0,0,1,8,5,13,12,8,9,2,1,1,0,0,0,0,0,0
South East of Scotland,Testis,Male,2006,65,0,0,0,3,4,11,17,9,7,5,6,2,1,0,0,0,0,0,0
South East of Scotland,Testis,Male,2007,38,0,0,0,0,6,3,6,9,6,6,2,0,0,0,0,0,0,0,0
South East of Scotland,Testis,Male,2008,61,0,0,0,0,2,19,9,11,9,6,2,2,0,0,1,0,0,0,0
South East of Scotland,Testis,Male,2009,62,0,0,0,0,6,11,9,8,13,9,1,1,1,0,1,1,1,0,0
South East of Scotland,Testis,Male,2010,70,0,0,0,3,7,10,11,14,3,9,8,2,2,1,0,0,0,0,0
South East of Scotland,Testis,Male,2011,46,0,0,0,0,3,3,8,7,12,11,1,0,1,0,0,0,0,0,0
South East of Scotland,Testis,Male,2012,56,0,0,0,0,4,10,10,4,8,3,7,3,3,2,1,1,0,0,0
South East of Scotland,Testis,Male,2013,60,0,0,0,1,3,13,7,12,7,6,2,4,1,3,0,0,1,0,0
South East of Scotland,Testis,Male,2014,63,0,0,0,2,3,12,10,11,10,4,7,1,1,1,1,0,0,0,0
South East of Scotland,Testis,Male,2015,59,0,0,0,0,4,7,12,7,7,9,5,2,1,1,1,1,0,1,1
South East of Scotland,Testis,Male,2016,68,0,0,0,0,5,17,10,11,7,4,7,3,0,3,1,0,0,0,0
South East of Scotland,Testis,Male,2017,62,0,0,0,2,5,6,14,13,6,4,5,1,4,1,0,0,0,0,1
South East of Scotland,Testis,Male,2018,58,0,0,0,0,7,5,9,9,7,5,7,5,0,0,3,0,1,0,0
South East of Scotland,Testis,Male,2019,63,2,0,1,2,4,9,4,10,9,8,4,4,2,0,1,2,1,0,0
South East of Scotland,Testis,Male,2020,56,1,0,0,0,7,3,10,15,6,3,5,4,2,0,0,0,0,0,0
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,1996,95,0,0,0,0,0,0,0,0,1,2,2,4,12,10,15,28,12,5,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,1997,83,0,0,0,0,0,0,0,0,1,1,4,6,6,14,13,15,15,4,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,1998,79,0,0,0,0,0,0,1,0,0,1,8,6,10,7,14,10,11,9,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,1999,60,0,0,0,0,0,0,0,0,3,2,5,6,7,8,7,8,4,6,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2000,86,0,0,0,0,0,0,0,0,0,0,4,3,12,8,15,19,13,7,5
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2001,96,0,0,0,0,0,1,0,0,0,1,2,3,9,15,22,20,9,10,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2002,87,0,0,0,0,0,0,0,0,1,2,1,0,5,20,17,10,18,10,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2003,100,0,0,0,0,0,0,0,1,3,3,1,10,9,17,7,14,20,9,6
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2004,95,0,0,0,0,0,0,0,0,3,8,4,10,5,13,12,19,9,8,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2005,110,0,0,0,0,0,0,0,1,0,3,8,13,12,20,12,15,12,11,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2006,129,0,0,0,0,0,0,0,0,2,1,3,6,17,18,23,20,17,15,7
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2007,134,0,0,0,0,0,0,0,1,2,4,7,13,12,16,20,25,16,10,8
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2008,133,0,0,0,0,0,0,0,1,0,3,9,10,15,20,21,22,16,9,7
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2009,123,0,0,0,0,0,0,0,2,1,0,5,8,13,19,21,29,12,9,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2010,123,0,0,0,0,0,1,0,0,2,2,8,5,12,10,18,23,23,13,6
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2011,116,0,0,0,0,0,0,0,1,2,3,10,11,6,22,11,15,18,12,5
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2012,139,0,0,0,0,0,0,0,2,0,6,5,7,9,32,19,21,16,17,5
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2013,123,0,0,0,0,0,0,0,1,1,2,7,6,9,21,18,18,22,15,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2014,145,0,0,0,0,0,0,0,1,1,4,5,12,16,22,20,24,22,12,6
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2015,160,0,0,0,0,0,0,0,0,1,2,2,16,10,26,27,27,27,16,6
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2016,146,0,0,0,0,0,0,0,0,1,3,5,13,14,24,25,21,25,10,5
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2017,129,0,0,0,0,0,0,0,1,2,2,5,8,9,18,20,26,24,10,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2018,141,0,0,0,0,0,0,2,0,2,5,2,10,10,22,23,23,22,17,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2019,119,0,0,0,0,0,0,1,1,1,2,4,14,11,12,15,18,23,11,6
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,All,2020,117,0,0,0,0,0,0,0,2,1,1,1,10,15,13,21,19,20,11,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,1996,48,0,0,0,0,0,0,0,0,1,0,1,3,4,6,8,14,7,2,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,1997,36,0,0,0,0,0,0,0,0,1,1,1,4,5,6,4,6,6,2,0
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,1998,35,0,0,0,0,0,0,1,0,0,0,4,4,5,3,8,2,5,1,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,1999,32,0,0,0,0,0,0,0,0,2,2,4,2,3,5,3,5,2,3,1
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2000,46,0,0,0,0,0,0,0,0,0,0,4,2,8,5,8,10,4,4,1
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2001,49,0,0,0,0,0,1,0,0,0,0,2,1,4,8,13,13,3,3,1
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2002,44,0,0,0,0,0,0,0,0,1,2,0,0,4,11,13,6,5,2,0
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2003,54,0,0,0,0,0,0,0,1,2,1,0,6,6,13,5,9,6,4,1
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2004,43,0,0,0,0,0,0,0,0,2,5,2,5,0,9,8,8,2,1,1
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2005,57,0,0,0,0,0,0,0,1,0,1,5,6,5,15,9,6,5,4,0
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2006,79,0,0,0,0,0,0,0,0,1,1,3,2,10,10,18,15,5,11,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2007,68,0,0,0,0,0,0,0,0,2,4,1,6,9,7,9,13,8,6,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2008,73,0,0,0,0,0,0,0,1,0,3,6,4,9,12,11,11,10,4,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2009,73,0,0,0,0,0,0,0,2,1,0,4,6,8,12,12,16,6,4,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2010,59,0,0,0,0,0,0,0,0,2,2,3,2,7,5,11,12,9,4,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2011,60,0,0,0,0,0,0,0,0,0,1,8,8,4,11,6,8,8,6,0
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2012,67,0,0,0,0,0,0,0,2,0,2,1,4,5,18,6,10,10,7,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2013,60,0,0,0,0,0,0,0,0,0,0,4,0,6,10,10,9,15,4,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2014,75,0,0,0,0,0,0,0,1,1,2,3,3,12,12,11,12,13,3,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2015,98,0,0,0,0,0,0,0,0,0,2,2,7,8,17,15,18,17,9,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2016,93,0,0,0,0,0,0,0,0,1,0,4,12,7,16,17,13,17,5,1
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2017,76,0,0,0,0,0,0,0,0,1,2,3,4,6,12,13,14,14,5,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2018,74,0,0,0,0,0,0,1,0,0,2,2,8,6,11,14,11,10,8,1
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2019,61,0,0,0,0,0,0,0,1,0,2,3,9,8,7,11,4,6,6,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Male,2020,73,0,0,0,0,0,0,0,2,1,1,0,7,12,8,15,10,10,6,1
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,1996,47,0,0,0,0,0,0,0,0,0,2,1,1,8,4,7,14,5,3,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,1997,47,0,0,0,0,0,0,0,0,0,0,3,2,1,8,9,9,9,2,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,1998,44,0,0,0,0,0,0,0,0,0,1,4,2,5,4,6,8,6,8,0
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,1999,28,0,0,0,0,0,0,0,0,1,0,1,4,4,3,4,3,2,3,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2000,40,0,0,0,0,0,0,0,0,0,0,0,1,4,3,7,9,9,3,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2001,47,0,0,0,0,0,0,0,0,0,1,0,2,5,7,9,7,6,7,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2002,43,0,0,0,0,0,0,0,0,0,0,1,0,1,9,4,4,13,8,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2003,46,0,0,0,0,0,0,0,0,1,2,1,4,3,4,2,5,14,5,5
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2004,52,0,0,0,0,0,0,0,0,1,3,2,5,5,4,4,11,7,7,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2005,53,0,0,0,0,0,0,0,0,0,2,3,7,7,5,3,9,7,7,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2006,50,0,0,0,0,0,0,0,0,1,0,0,4,7,8,5,5,12,4,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2007,66,0,0,0,0,0,0,0,1,0,0,6,7,3,9,11,12,8,4,5
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2008,60,0,0,0,0,0,0,0,0,0,0,3,6,6,8,10,11,6,5,5
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2009,50,0,0,0,0,0,0,0,0,0,0,1,2,5,7,9,13,6,5,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2010,64,0,0,0,0,0,1,0,0,0,0,5,3,5,5,7,11,14,9,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2011,56,0,0,0,0,0,0,0,1,2,2,2,3,2,11,5,7,10,6,5
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2012,72,0,0,0,0,0,0,0,0,0,4,4,3,4,14,13,11,6,10,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2013,63,0,0,0,0,0,0,0,1,1,2,3,6,3,11,8,9,7,11,1
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2014,70,0,0,0,0,0,0,0,0,0,2,2,9,4,10,9,12,9,9,4
